browser_id,time_on_site,timestamp,isp,geonetworkcity,date,totals.uniquescreenviews,totals.timeonscreen,hits.isinteraction,hits.promotionactioninfopromoisclick,totals.screenviews,trafficsourcemedium,trafficsourcerefferalpath,device.browser,device.devicecategory,device.mobiledevicebranding,device.operatingsystem,device.ismobile,device.screenresolution,promo_category,totalspageviews,account_id
1000055,391,12:29,'hinet.net',Baizhu,2020-01-03,5,48,1,1,10,Organic,google.com,opera,laptop,micromax,ubuntu,0,1200 x 1920,insurance,7,100000000160
1000021,259,22:07,'att.net',Tsimlyansk,2020-01-26,2,58,1,1,10,Social,facebook.com,safari,mobile,samsung,android,1,1080 x 1920,insurance,10,100000000161
1000076,124,14:15,'hinet.net',Lenīnskīy,2020-01-20,1,33,1,1,5,Affiliates,youtube.com,edge,laptop,apple,mac-os,0,1536 x 2048,insurance,2,100000000162
1000191,83,2:41,'verizon.net',Waterbury,2020-02-19,2,26,0,0,6,Organic,youtube.com,safari,mobile,apple,ios,1,1080 x 1920,accounts,1,100000000163
1000360,116,23:26,'verizon.net',Abay,2020-02-03,2,10,1,0,10,Paid,youtube.com,chrome,laptop,micromax,windows,0,800 x 1280,insurance,2,100000000164
1000143,436,13:56,'att.net',Sukacai,2020-01-08,3,93,1,1,8,Organic,youtube.com,UC browser,tablet,apple,ios,0,1920x1080,loan,5,100000000165
1000129,323,3:19,'verizon.net',Zyablikovo,2020-02-13,4,67,0,0,5,Organic,linkedin.com,firefox,tablet,samsung,android,0,1280x800,credit_card,5,100000000166
1000296,458,6:28,'comcastbusiness.net',Pereira,2020-02-10,4,80,0,1,7,Organic,facebook.com,opera,laptop,apple,mac-os,0,1200 x 1920,credit_card,10,100000000167
1000105,128,23:32,'cox.net',Vista Alegre,2020-01-03,5,44,0,1,7,Direct,linkedin.com,opera,mobile,micromax,android,1,1080 x 1920,deposits,3,100000000168
1000052,21,15:25,'hinet.net',Temirtau,2020-02-08,5,89,1,1,9,Organic,google.com,safari,laptop,lenovo,ubuntu,0,1200 x 1920,accounts,5,100000000169
1000256,350,4:26,'att.net',Izborsk,2020-02-29,4,32,1,0,9,Organic,facebook.com,opera,laptop,lenovo,windows,0,1200 x 1920,loan,10,100000000170
1000118,290,20:44,'hinet.net',Renhe,2020-02-19,5,69,1,0,9,Paid,google.com,chrome,tablet,apple,ios,0,1280x800,deposits,8,100000000171
1000351,144,14:00,'verizon.net',Tanda,2020-01-28,1,35,1,1,10,Social,linkedin.com,safari,mobile,lenovo,android,1,1440 x 2960,credit_card,6,100000000172
1000153,249,4:09,'comcastbusiness.net',Zagnitkiv,2020-02-08,2,93,1,0,9,Display,google.com,safari,mobile,micromax,android,1,1440 x 2560,insurance,10,100000000173
1000302,329,8:11,'hinet.net',Tsetsegnuur,2020-02-25,5,94,0,1,6,Paid,youtube.com,chrome,laptop,apple,mac-os,0,1536 x 2048,loan,2,100000000174
1000259,331,2:32,'att.net',Khiv,2020-02-16,4,44,0,0,7,Affiliates,google.com,UC browser,tablet,samsung,android,0,1366x768,credit_card,10,100000000175
1000206,24,11:41,'verizon.net',Deskáti,2020-01-11,1,32,1,1,6,Social,youtube.com,opera,laptop,samsung,windows,0,1536 x 2048,credit_card,1,100000000176
1000201,309,6:19,'comcast.net',Vale da Pedra,2020-02-06,3,88,0,1,7,Refferal,linkedin.com,edge,laptop,apple,mac-os,0,1200 x 1920,accounts,9,100000000177
1000096,421,1:28,'verizon.net',Berëzovyy,2020-02-09,3,28,0,1,10,Paid,facebook.com,safari,tablet,micromax,android,0,1366x768,credit_card,6,100000000178
1000077,247,16:43,'cox.net',Idenao,2020-01-13,2,49,0,0,10,Display,linkedin.com,UC browser,tablet,samsung,android,0,1366x768,insurance,8,100000000179
1000283,388,11:17,'verizon.net',Mpigi,2020-01-20,5,84,0,0,7,Refferal,linkedin.com,UC browser,laptop,samsung,ubuntu,0,1536 x 2048,deposits,8,100000000180
1000318,582,16:05,'verizon.net',Groningen,2020-01-24,4,9,1,1,5,Social,youtube.com,chromium,tablet,micromax,android,0,1366x768,deposits,1,100000000181
1000305,197,17:38,'comcast.net',Noyakert,2020-03-01,4,23,1,0,10,Direct,google.com,chromium,laptop,apple,mac-os,0,800 x 1280,accounts,4,100000000182
1000151,145,3:58,'comcast.net',Javhlant,2020-01-30,5,95,1,0,9,Social,linkedin.com,safari,tablet,micromax,android,0,1280x800,loan,9,100000000183
1000345,420,15:08,'verizon.net',Yaguaraparo,2020-01-12,3,20,1,1,7,Social,linkedin.com,opera,mobile,apple,ios,1,1440 x 2560,insurance,10,100000000184
1000287,489,7:17,'att.net',Szczurowa,2020-02-16,4,74,1,1,9,Display,linkedin.com,brave,tablet,samsung,android,0,1920x1080,credit_card,4,100000000185
1000369,468,15:13,'comcast.net',Vuhlehirs’k,2020-01-05,2,90,1,1,5,Display,facebook.com,safari,mobile,samsung,android,1,1080 x 1920,credit_card,10,100000000186
1000021,76,16:07,'cox.net',Damawato,2020-01-13,1,14,1,1,7,Affiliates,google.com,opera,laptop,apple,mac-os,0,1536 x 2048,deposits,1,100000000187
1000266,545,12:07,'att.net',Nanyang,2020-01-23,2,76,0,1,7,Direct,google.com,UC browser,tablet,apple,ios,0,1366x768,deposits,1,100000000188
1000042,126,11:13,'verizon.net',Libas,2020-02-03,3,77,1,1,9,Display,facebook.com,edge,laptop,micromax,ubuntu,0,800 x 1280,deposits,8,100000000189
1000383,113,6:32,'verizon.net',Niujiang,2020-02-27,1,34,0,1,5,Social,google.com,chrome,tablet,samsung,android,0,1366x768,insurance,7,100000000190
1000209,519,7:13,'comcastbusiness.net',São Martinho,2020-02-12,5,75,1,0,7,Direct,google.com,chromium,mobile,micromax,android,1,1440 x 2960,insurance,5,100000000191
1000027,330,13:13,'hinet.net',Forbach,2020-01-24,4,32,1,0,5,Display,youtube.com,brave,tablet,lenovo,android,0,1280x800,credit_card,4,100000000192
1000360,342,1:59,'comcastbusiness.net',Mingzhong,2020-01-03,4,67,1,0,9,Affiliates,youtube.com,brave,mobile,lenovo,android,1,1440 x 2560,accounts,9,100000000193
1000266,289,3:04,'verizon.net',Liulin,2020-01-12,1,62,1,1,7,Display,facebook.com,chrome,tablet,samsung,android,0,1366x768,accounts,3,100000000194
1000315,547,3:23,'verizon.net',Amadeo,2020-01-08,2,71,0,0,5,Refferal,linkedin.com,opera,laptop,lenovo,windows,0,1200 x 1920,loan,9,100000000195
1000095,194,0:36,'comcastbusiness.net',Vyshneve,2020-01-05,4,93,1,1,8,Display,youtube.com,firefox,mobile,samsung,android,1,1440 x 2960,insurance,9,100000000196
1000203,547,9:42,'hinet.net',Saguing,2020-02-08,1,7,1,1,7,Social,linkedin.com,opera,laptop,samsung,ubuntu,0,800 x 1280,insurance,10,100000000197
1000303,208,0:21,'comcast.net',Umbultanjung,2020-02-14,5,43,1,0,10,Social,linkedin.com,brave,mobile,apple,ios,1,1080 x 1920,insurance,4,100000000198
1000396,107,7:48,'cox.net',Krasnogorodskoye,2020-02-03,4,63,0,0,8,Direct,facebook.com,chrome,mobile,apple,ios,1,1440 x 2560,insurance,1,100000000199
1000312,431,0:54,'verizon.net',Słubice,2020-02-10,1,63,0,0,5,Organic,google.com,brave,mobile,apple,ios,1,1080 x 1920,loan,7,100000000200
1000214,186,17:47,'hinet.net',Fika,2020-01-25,3,62,1,1,10,Refferal,facebook.com,firefox,laptop,micromax,windows,0,1536 x 2048,credit_card,7,100000000201
1000273,315,15:04,'comcastbusiness.net',Jembe Timur,2020-02-10,3,48,1,1,9,Organic,youtube.com,firefox,mobile,apple,ios,1,1440 x 2960,credit_card,9,100000000202
1000043,233,9:01,'comcast.net',Poitiers,2020-02-04,5,55,1,1,5,Paid,youtube.com,chrome,laptop,lenovo,windows,0,1536 x 2048,credit_card,3,100000000203
1000379,48,0:07,'comcast.net',Mrkonjić Grad,2020-02-19,1,61,1,1,8,Display,linkedin.com,firefox,laptop,micromax,windows,0,800 x 1280,deposits,5,100000000204
1000089,571,10:35,'att.net',Hengtanggang,2020-01-20,3,83,1,0,6,Affiliates,linkedin.com,opera,mobile,lenovo,android,1,1080 x 1920,accounts,5,100000000205
1000308,522,10:13,'cox.net',Uspenskoye,2020-01-17,4,18,1,0,8,Refferal,linkedin.com,opera,laptop,apple,mac-os,0,1200 x 1920,loan,7,100000000206
1000294,281,22:48,'cox.net',Baabda,2020-01-26,5,31,0,1,9,Paid,linkedin.com,UC browser,tablet,samsung,android,0,1920x1080,credit_card,6,100000000207
1000158,398,19:05,'comcast.net',Chmielno,2020-02-13,2,70,1,1,6,Organic,linkedin.com,chromium,tablet,samsung,android,0,1366x768,loan,3,100000000208
1000358,137,8:40,'verizon.net',Shanga,2020-01-19,3,62,1,0,10,Direct,youtube.com,safari,tablet,samsung,android,0,1366x768,accounts,10,100000000209
1000152,207,5:11,'verizon.net',Kleszczów,2020-01-07,3,68,0,0,5,Display,youtube.com,firefox,mobile,apple,ios,1,1080 x 1920,loan,9,100000000210
1000393,211,10:24,'verizon.net',Amnat Charoen,2020-02-24,1,64,1,1,10,Organic,youtube.com,firefox,laptop,micromax,ubuntu,0,800 x 1280,deposits,5,100000000211
1000185,262,19:55,'comcastbusiness.net',Jingtan,2020-01-15,5,40,0,0,7,Affiliates,linkedin.com,edge,laptop,samsung,windows,0,800 x 1280,deposits,4,100000000212
1000046,249,20:20,'comcastbusiness.net',Wschowa,2020-02-26,4,86,1,0,10,Paid,google.com,brave,tablet,samsung,android,0,1280x800,insurance,6,100000000213
1000105,517,15:39,'comcastbusiness.net',Guamo,2020-02-02,5,36,0,1,5,Organic,youtube.com,chromium,tablet,apple,ios,0,1280x800,insurance,8,100000000214
1000381,483,7:08,'comcast.net',Hotaka,2020-01-10,3,82,0,0,7,Refferal,linkedin.com,brave,laptop,micromax,windows,0,1536 x 2048,credit_card,7,100000000215
1000351,384,1:52,'cox.net',Kangalassy,2020-01-12,4,19,1,1,6,Affiliates,youtube.com,firefox,laptop,micromax,ubuntu,0,800 x 1280,loan,2,100000000216
1000205,393,21:48,'att.net',Santo Domingo de los Colorados,2020-02-26,5,56,1,1,8,Paid,google.com,safari,tablet,samsung,android,0,1920x1080,loan,2,100000000217
1000308,291,12:28,'comcastbusiness.net',Zhichu,2020-02-02,1,100,1,1,5,Organic,google.com,edge,mobile,apple,ios,1,1440 x 2560,loan,10,100000000218
1000093,107,15:28,'cox.net',Farkhor,2020-01-17,3,71,1,0,5,Social,google.com,brave,laptop,micromax,ubuntu,0,800 x 1280,insurance,2,100000000219
1000352,235,13:46,'verizon.net',Rayevskaya,2020-01-12,4,50,0,0,9,Refferal,youtube.com,chrome,tablet,apple,ios,0,1280x800,loan,1,100000000220
1000310,600,0:54,'hinet.net',Kurovskoye,2020-01-22,2,2,0,0,8,Direct,linkedin.com,chrome,laptop,micromax,ubuntu,0,1200 x 1920,deposits,6,100000000221
1000293,49,0:52,'comcast.net',Taclobo,2020-01-18,3,39,0,0,8,Direct,google.com,chromium,laptop,lenovo,windows,0,1536 x 2048,insurance,7,100000000222
1000087,476,21:22,'verizon.net',Räpina,2020-01-16,1,4,1,0,10,Paid,facebook.com,chrome,laptop,apple,mac-os,0,1536 x 2048,deposits,9,100000000223
1000296,139,1:03,'att.net',Condado,2020-02-25,2,49,1,0,6,Paid,youtube.com,edge,tablet,micromax,android,0,1920x1080,credit_card,8,100000000224
1000218,508,1:28,'comcast.net',Ihuari,2020-01-20,3,7,0,1,7,Social,facebook.com,chromium,mobile,micromax,android,1,1440 x 2560,insurance,8,100000000225
1000062,298,23:36,'comcastbusiness.net',Datong,2020-02-04,4,54,0,0,7,Social,facebook.com,UC browser,tablet,apple,ios,0,1366x768,credit_card,1,100000000226
1000021,396,12:10,'cox.net',Papineauville,2020-01-11,3,85,1,0,10,Social,facebook.com,firefox,mobile,micromax,android,1,1080 x 1920,insurance,5,100000000227
1000136,539,20:25,'cox.net',Arlington,2020-02-05,3,34,0,1,10,Paid,google.com,brave,tablet,apple,ios,0,1280x800,loan,10,100000000228
1000095,218,11:09,'att.net',Swift Current,2020-01-08,1,33,1,0,7,Paid,youtube.com,firefox,tablet,lenovo,android,0,1366x768,deposits,2,100000000229
1000095,278,12:52,'hinet.net',Pryazovs’ke,2020-02-07,1,96,0,0,10,Direct,facebook.com,safari,tablet,apple,ios,0,1920x1080,credit_card,8,100000000230
1000363,464,20:25,'att.net',Uddevalla,2020-01-03,4,7,1,1,7,Display,google.com,chromium,tablet,micromax,android,0,1366x768,accounts,8,100000000231
1000185,122,15:59,'comcast.net',Hanyū,2020-02-04,5,11,1,1,6,Direct,google.com,UC browser,tablet,samsung,android,0,1920x1080,credit_card,10,100000000232
1000244,429,15:24,'comcast.net',Glasnevin,2020-01-22,3,100,1,0,5,Organic,facebook.com,chrome,mobile,lenovo,android,1,1080 x 1920,deposits,2,100000000233
1000233,261,3:01,'comcast.net',Tabatinga,2020-01-28,3,91,0,1,5,Organic,youtube.com,chromium,laptop,lenovo,windows,0,1200 x 1920,credit_card,7,100000000234
1000362,461,13:14,'verizon.net',Loznitsa,2020-01-04,2,39,0,0,8,Social,youtube.com,brave,mobile,lenovo,android,1,1440 x 2960,deposits,4,100000000235
1000251,421,9:05,'cox.net',Talavera,2020-02-18,2,48,1,0,5,Display,linkedin.com,firefox,tablet,lenovo,android,0,1366x768,loan,5,100000000236
1000117,392,18:23,'att.net',Strum,2020-01-11,1,20,0,0,6,Refferal,youtube.com,edge,mobile,micromax,android,1,1440 x 2960,accounts,8,100000000237
1000133,320,4:28,'comcast.net',Zumarraga,2020-01-26,2,66,1,0,7,Social,facebook.com,opera,mobile,lenovo,android,1,1440 x 2560,credit_card,3,100000000238
1000044,462,8:08,'hinet.net',Wangping,2020-01-19,4,15,0,1,10,Paid,linkedin.com,chromium,laptop,apple,mac-os,0,800 x 1280,loan,6,100000000239
1000056,298,23:34,'verizon.net',Waajid,2020-02-20,2,92,0,1,9,Organic,youtube.com,chromium,mobile,micromax,android,1,1440 x 2560,credit_card,10,100000000240
1000335,267,15:32,'verizon.net',Mont-Saint-Aignan,2020-02-18,3,68,0,0,9,Direct,youtube.com,chromium,laptop,apple,mac-os,0,800 x 1280,accounts,5,100000000241
1000242,10,4:24,'hinet.net',Jingchuan,2020-01-06,3,32,0,1,10,Affiliates,youtube.com,edge,laptop,apple,mac-os,0,1536 x 2048,credit_card,6,100000000242
1000080,503,21:14,'comcast.net',Quận Mười,2020-02-24,1,41,0,0,5,Direct,facebook.com,firefox,mobile,apple,ios,1,1080 x 1920,deposits,2,100000000243
1000181,261,10:08,'cox.net',Espargos,2020-02-08,2,91,1,1,8,Refferal,facebook.com,safari,mobile,samsung,android,1,1080 x 1920,loan,2,100000000244
1000231,554,8:20,'att.net',Naranjo,2020-01-07,3,8,0,0,5,Affiliates,facebook.com,chromium,laptop,samsung,ubuntu,0,1200 x 1920,deposits,4,100000000245
1000180,597,9:55,'comcast.net',Karlsruhe,2020-01-29,4,86,0,0,10,Social,facebook.com,edge,tablet,micromax,android,0,1280x800,credit_card,2,100000000246
1000207,78,0:54,'verizon.net',Slovenska Bistrica,2020-01-23,1,10,0,0,6,Organic,youtube.com,brave,laptop,apple,mac-os,0,1536 x 2048,deposits,2,100000000247
1000261,456,2:14,'comcast.net',Sumbersari Wetan,2020-01-13,2,1,1,1,9,Social,linkedin.com,opera,tablet,apple,ios,0,1280x800,credit_card,10,100000000248
1000080,91,18:30,'att.net',Jacksonville,2020-01-05,5,73,1,1,6,Display,youtube.com,UC browser,laptop,lenovo,ubuntu,0,800 x 1280,credit_card,6,100000000249
1000055,586,15:16,'verizon.net',Sukaraja,2020-02-06,1,31,0,0,7,Organic,linkedin.com,brave,laptop,samsung,ubuntu,0,1536 x 2048,loan,4,100000000250
1000257,563,3:35,'verizon.net',Baraguá,2020-01-03,5,74,0,1,10,Display,linkedin.com,brave,mobile,apple,ios,1,1080 x 1920,accounts,2,100000000251
1000014,495,13:48,'att.net',Bitung,2020-01-23,3,22,0,0,6,Paid,linkedin.com,edge,tablet,samsung,android,0,1366x768,accounts,5,100000000252
1000265,233,23:45,'hinet.net',Kutapanjang,2020-01-26,2,17,1,0,5,Organic,google.com,UC browser,mobile,samsung,android,1,1440 x 2960,insurance,10,100000000253
1000175,162,15:17,'hinet.net',Luotaping,2020-01-03,5,75,0,1,8,Paid,linkedin.com,edge,tablet,micromax,android,0,1280x800,loan,9,100000000254
1000374,265,18:38,'comcast.net',Warmare,2020-02-07,2,82,0,0,6,Organic,facebook.com,UC browser,laptop,lenovo,windows,0,1200 x 1920,accounts,8,100000000255
1000287,199,18:29,'att.net',Heshui,2020-02-03,4,79,1,1,7,Affiliates,facebook.com,edge,tablet,lenovo,android,0,1366x768,loan,4,100000000256
1000153,366,2:14,'comcastbusiness.net',São Miguel da Carreira,2020-01-27,5,31,0,0,6,Direct,youtube.com,safari,mobile,lenovo,android,1,1080 x 1920,deposits,3,100000000257
1000314,521,22:37,'comcast.net',Miras,2020-02-06,1,56,0,0,10,Refferal,youtube.com,brave,tablet,samsung,android,0,1366x768,deposits,8,100000000258
1000011,105,8:57,'hinet.net',Luts’k,2020-02-21,5,53,0,0,6,Organic,youtube.com,safari,mobile,samsung,android,1,1080 x 1920,loan,6,100000000259
1000255,453,17:43,'comcast.net',Ticllos,2020-01-07,3,100,0,0,5,Organic,google.com,firefox,mobile,lenovo,android,1,1440 x 2560,insurance,5,100000000260
1000131,538,1:05,'comcastbusiness.net',Belén de Escobar,2020-01-29,1,98,0,1,5,Display,facebook.com,edge,tablet,samsung,android,0,1920x1080,insurance,9,100000000261
1000313,358,19:57,'cox.net',Batelov,2020-01-08,3,17,1,0,9,Refferal,facebook.com,chrome,mobile,lenovo,android,1,1440 x 2960,deposits,5,100000000262
1000065,238,8:09,'att.net',Banatski Dvor,2020-02-25,3,75,0,0,5,Social,linkedin.com,brave,laptop,micromax,windows,0,1536 x 2048,accounts,6,100000000263
1000280,206,19:40,'verizon.net',Sade,2020-02-05,1,74,0,1,8,Paid,facebook.com,chromium,tablet,micromax,android,0,1366x768,deposits,8,100000000264
1000322,346,10:02,'cox.net',Sarnaki,2020-02-09,3,48,0,1,10,Paid,youtube.com,UC browser,laptop,lenovo,windows,0,800 x 1280,credit_card,7,100000000265
1000264,317,10:01,'hinet.net',Bristol,2020-02-15,5,6,1,0,6,Refferal,facebook.com,firefox,laptop,lenovo,ubuntu,0,1536 x 2048,accounts,3,100000000266
1000311,313,9:22,'cox.net',Bystré,2020-02-02,3,80,1,1,6,Paid,google.com,safari,tablet,micromax,android,0,1280x800,deposits,3,100000000267
1000270,116,22:47,'comcastbusiness.net',Alingsås,2020-01-26,2,40,1,0,5,Social,youtube.com,UC browser,tablet,micromax,android,0,1280x800,insurance,8,100000000268
1000049,421,6:00,'att.net',Icó,2020-01-20,4,61,0,1,6,Paid,youtube.com,edge,mobile,micromax,android,1,1440 x 2560,loan,9,100000000269
1000256,378,13:10,'att.net',Longgang,2020-02-01,5,2,1,1,8,Organic,facebook.com,edge,tablet,lenovo,android,0,1920x1080,credit_card,2,100000000270
1000290,175,14:07,'verizon.net',Sobotka,2020-01-18,3,14,0,0,5,Refferal,youtube.com,opera,laptop,apple,mac-os,0,1536 x 2048,credit_card,4,100000000271
1000241,525,23:32,'comcast.net',Huwei,2020-02-25,3,14,0,0,5,Direct,linkedin.com,safari,mobile,apple,ios,1,1440 x 2560,credit_card,2,100000000272
1000231,477,16:17,'hinet.net',Kalianyar Selatan,2020-02-27,5,58,1,0,10,Refferal,linkedin.com,chromium,tablet,lenovo,android,0,1280x800,credit_card,7,100000000273
1000307,298,21:31,'hinet.net',Tân Trụ,2020-02-12,5,20,0,0,8,Direct,youtube.com,brave,mobile,samsung,android,1,1080 x 1920,insurance,9,100000000274
1000043,257,17:39,'verizon.net',Wangcheng,2020-02-17,5,40,0,0,10,Display,google.com,UC browser,laptop,micromax,windows,0,1536 x 2048,loan,3,100000000275
1000155,281,13:17,'comcastbusiness.net',Dobra,2020-01-27,2,58,0,0,6,Refferal,youtube.com,safari,mobile,apple,ios,1,1440 x 2960,deposits,6,100000000276
1000216,404,23:30,'att.net',Gusinoozyorsk,2020-02-02,1,50,0,0,6,Social,youtube.com,chrome,tablet,micromax,android,0,1366x768,accounts,4,100000000277
1000242,158,17:50,'hinet.net',Lianghekou,2020-02-12,3,62,1,1,6,Paid,google.com,safari,tablet,micromax,android,0,1366x768,insurance,2,100000000278
1000264,376,6:17,'comcastbusiness.net',Martinópolis,2020-02-11,3,86,1,1,5,Paid,linkedin.com,brave,mobile,apple,ios,1,1440 x 2960,deposits,4,100000000279
1000041,440,17:58,'comcastbusiness.net',Dumandesa,2020-01-22,4,20,1,1,10,Affiliates,google.com,safari,tablet,micromax,android,0,1280x800,insurance,1,100000000280
1000014,57,13:14,'att.net',Växjö,2020-02-28,5,31,1,0,6,Paid,google.com,brave,mobile,lenovo,android,1,1440 x 2960,accounts,1,100000000281
1000094,578,13:54,'att.net',Martil,2020-02-28,2,1,0,0,10,Direct,facebook.com,UC browser,mobile,samsung,android,1,1440 x 2960,credit_card,2,100000000282
1000089,46,16:09,'att.net',Tebluru,2020-02-06,5,14,1,1,7,Organic,linkedin.com,brave,tablet,micromax,android,0,1920x1080,credit_card,10,100000000283
1000349,158,1:29,'cox.net',Yefremov,2020-01-25,2,93,1,0,5,Display,youtube.com,opera,tablet,apple,ios,0,1280x800,credit_card,5,100000000284
1000378,323,15:08,'verizon.net',Wu’erbu Baolige,2020-02-29,5,53,0,1,6,Organic,youtube.com,firefox,laptop,lenovo,windows,0,1200 x 1920,deposits,3,100000000285
1000131,519,18:39,'verizon.net',El Paso,2020-01-08,3,92,1,1,8,Social,linkedin.com,chromium,laptop,lenovo,ubuntu,0,1200 x 1920,deposits,5,100000000286
1000290,240,22:27,'comcast.net',Toluviejo,2020-02-01,4,77,1,1,7,Organic,google.com,chrome,laptop,lenovo,windows,0,1200 x 1920,deposits,5,100000000287
1000271,473,10:10,'comcast.net',Ramotswa,2020-02-17,1,83,0,1,6,Social,facebook.com,opera,mobile,micromax,android,1,1440 x 2560,accounts,2,100000000288
1000037,174,21:05,'cox.net',Troitskoye,2020-02-24,1,86,0,1,8,Organic,linkedin.com,UC browser,laptop,lenovo,windows,0,1200 x 1920,credit_card,5,100000000289
1000063,115,19:04,'hinet.net',Ciudad Bolívar,2020-02-19,5,18,1,0,9,Affiliates,linkedin.com,safari,mobile,micromax,android,1,1440 x 2960,accounts,4,100000000290
1000013,360,1:02,'att.net',Xinxu,2020-02-20,2,56,1,0,10,Display,linkedin.com,safari,laptop,micromax,windows,0,800 x 1280,accounts,4,100000000291
1000267,298,21:40,'comcastbusiness.net',Garcia Hernandez,2020-02-17,5,7,0,0,9,Refferal,linkedin.com,chrome,laptop,micromax,windows,0,1200 x 1920,deposits,5,100000000292
1000200,10,3:08,'verizon.net',Beiwenquan,2020-01-30,2,33,0,0,5,Display,youtube.com,brave,mobile,apple,ios,1,1440 x 2560,insurance,4,100000000293
1000164,24,7:50,'att.net',Miatli,2020-01-09,5,42,0,0,9,Organic,youtube.com,chromium,laptop,apple,mac-os,0,1200 x 1920,credit_card,8,100000000294
1000067,308,6:05,'comcast.net',Tanjiaqiao,2020-02-23,3,15,0,1,6,Social,facebook.com,edge,mobile,lenovo,android,1,1440 x 2960,credit_card,3,100000000295
1000002,522,20:22,'comcast.net',Villasis,2020-02-22,2,2,0,0,10,Paid,linkedin.com,brave,laptop,lenovo,ubuntu,0,1200 x 1920,accounts,10,100000000296
1000261,148,8:28,'comcastbusiness.net',Beutong Ateuh,2020-02-25,5,19,1,0,5,Affiliates,google.com,chrome,laptop,apple,mac-os,0,800 x 1280,loan,8,100000000297
1000288,442,21:00,'verizon.net',Karamat,2020-02-12,4,49,0,1,9,Social,facebook.com,opera,laptop,lenovo,windows,0,1200 x 1920,insurance,1,100000000298
1000010,66,21:54,'hinet.net',Sherwood Park,2020-01-15,3,14,0,0,10,Social,facebook.com,chromium,mobile,lenovo,android,1,1080 x 1920,deposits,7,100000000299
1000168,293,2:51,'verizon.net',Dawuhan,2020-01-21,1,34,1,0,7,Organic,linkedin.com,opera,laptop,lenovo,ubuntu,0,1200 x 1920,accounts,1,100000000300
1000240,577,17:08,'comcast.net',Fengcheng,2020-01-22,3,94,0,1,9,Refferal,youtube.com,opera,mobile,apple,ios,1,1440 x 2560,credit_card,3,100000000301
1000312,198,14:23,'verizon.net',Aija,2020-02-28,3,24,1,0,9,Paid,linkedin.com,UC browser,tablet,micromax,android,0,1366x768,credit_card,5,100000000302
1000112,275,7:38,'comcastbusiness.net',Banjarjo,2020-01-30,2,35,0,0,5,Display,facebook.com,chromium,laptop,apple,mac-os,0,800 x 1280,deposits,1,100000000303
1000082,491,4:32,'cox.net',Lela,2020-01-30,3,78,1,0,10,Display,youtube.com,opera,mobile,lenovo,android,1,1080 x 1920,loan,6,100000000304
1000321,10,4:10,'cox.net',Cibeureum,2020-02-28,1,92,1,0,7,Display,facebook.com,safari,tablet,micromax,android,0,1366x768,credit_card,10,100000000305
1000170,98,23:35,'comcast.net',Sanjiang,2020-01-10,3,25,0,1,9,Organic,linkedin.com,opera,tablet,micromax,android,0,1280x800,deposits,1,100000000306
1000060,408,23:51,'comcast.net',Rogoźnik,2020-01-04,4,12,1,0,8,Display,facebook.com,edge,tablet,lenovo,android,0,1280x800,insurance,4,100000000307
1000237,496,17:34,'verizon.net',Rybinsk,2020-01-06,5,10,1,0,9,Organic,google.com,chromium,tablet,lenovo,android,0,1280x800,loan,6,100000000308
1000287,504,8:52,'comcastbusiness.net',Las Piñas,2020-01-07,3,40,1,0,10,Organic,linkedin.com,chromium,tablet,apple,ios,0,1920x1080,credit_card,3,100000000309
1000295,413,5:39,'comcastbusiness.net',Colmar,2020-02-16,5,68,0,0,6,Display,facebook.com,safari,tablet,micromax,android,0,1920x1080,credit_card,8,100000000310
1000112,87,0:05,'hinet.net',Santa Eulália,2020-01-03,5,34,1,1,7,Organic,facebook.com,chrome,mobile,micromax,android,1,1080 x 1920,accounts,4,100000000311
1000107,374,0:35,'comcastbusiness.net',Al Funayţīs,2020-01-30,1,92,0,0,10,Refferal,linkedin.com,opera,mobile,lenovo,android,1,1080 x 1920,insurance,9,100000000312
1000017,106,12:51,'hinet.net',Sabon Gari-Nangere,2020-01-06,5,57,1,0,8,Social,facebook.com,safari,mobile,apple,ios,1,1440 x 2960,credit_card,4,100000000313
1000098,37,6:48,'verizon.net',Zhuanqiang,2020-01-25,4,75,0,0,5,Paid,youtube.com,chrome,laptop,samsung,windows,0,1536 x 2048,insurance,3,100000000314
1000305,255,13:27,'att.net',Terrugem,2020-02-02,4,67,1,1,7,Direct,facebook.com,chrome,laptop,samsung,windows,0,1536 x 2048,insurance,4,100000000315
1000262,40,15:14,'cox.net',Jiangxiangzhen,2020-01-12,3,2,0,0,6,Refferal,youtube.com,chromium,tablet,lenovo,android,0,1366x768,insurance,4,100000000316
1000158,457,23:24,'comcast.net',Moscavide,2020-01-01,1,98,1,1,6,Display,facebook.com,brave,mobile,micromax,android,1,1080 x 1920,deposits,10,100000000317
1000244,161,7:47,'cox.net',Kulykiv,2020-01-15,5,98,1,1,5,Social,facebook.com,brave,tablet,samsung,android,0,1366x768,accounts,9,100000000318
1000207,559,8:56,'att.net',Laon,2020-02-04,3,85,1,0,8,Display,google.com,opera,tablet,micromax,android,0,1366x768,loan,10,100000000319
1000286,191,5:00,'verizon.net',Vitim,2020-01-15,4,33,0,0,9,Affiliates,linkedin.com,UC browser,laptop,lenovo,windows,0,1536 x 2048,accounts,9,100000000320
